mouse_life_stage,Early adult
mouse_strain,C57BL
pvalue,0.8585053
gene_symbol,Etfdh
gene_accession_id,MGI:106100
analysis_id,g3f0xy526c19378
parameter_id,IMPC_HEM_027_001
parameter_name,Red blood cell distribution width
