parameter_id,IMPC_DXA_007_001
pvalue,0.5524331
parameter_name,BMC/Body weight
gene_accession_id,MGI:1917810
analysis_id,o3o68091vz2nh74
mouse_life_stage,E12.5
gene_symbol,Wars2
mouse_strain,C57BL
