gene_accession_id,MGI:2140475
mouse_life_stage,Early adult
parameter_name,Forebrain
parameter_id,IMPC_GEL_028_001
gene_symbol,AU040320
pvalue,0.2521318
mouse_strain,C57BL
analysis_id,587ur6b629u2o6l
