parameter_id,IMPC_DXA_004_001
pvalue,0.3877153
analysis_id,lck2cr8y95pyhsc
mouse_life_stage,Early adult
parameter_name,Bone Mineral Density (excluding skull)
gene_symbol,Ppm1j
mouse_strain,C57BL
gene_accession_id,MGI:1919137
