parameter_id,MGP_BMI_014_001
mouse_life_stage,Early adult
parameter_name,Mature B cells (Hardy fraction F) - % of CD45+
gene_accession_id,MGI:1919107
pvalue,0.1864338
mouse_strain,C57BL
gene_symbol,Slc17a9
analysis_id,5s07e1yhkh8d49z
