parameter_id,MGP_MLN_067_001
gene_symbol,AU040320
parameter_name,Resting CD4+ T helper cells - % of CD45+
mouse_life_stage,Middle aged adult
analysis_id,5er0o2r3l26m3ri
mouse_strain,C57BL
pvalue,0.6178655
gene_accession_id,MGI:2140475
