parameter_id,IMPC_CSD_016_001
parameter_name,Coat - hair texture / appearance - abdomen
analysis_id,l25nb4m13kcb7wf
pvalue,0.180147
mouse_life_stage,Early adult
mouse_strain,C57BL
gene_accession_id,MGI:1274787
gene_symbol,Trdmt1
