parameter_id,IMPC_CSD_070_001
parameter_name,Lower teeth appearance
gene_symbol,Rab13
analysis_id,7bl969x797175z6
pvalue,0.2760839
gene_accession_id,MGI:1927232
mouse_life_stage,Early adult
mouse_strain,C57BL
