parameter_id,MGP_PBI_010_001
gene_accession_id,MGI:1921688
gene_symbol,Clvs1
analysis_id,17z81h164kaavl5
pvalue,0.1516459
mouse_life_stage,Early adult
mouse_strain,C57BL
parameter_name,CD8+ CD44+ CD62L- alpha beta effector T cell percentage
