gene_symbol,Ubxn11
mouse_life_stage,Early adult
parameter_id,IMPC_OFD_013_001
gene_accession_id,MGI:1914836
parameter_name,Periphery average speed
mouse_strain,C57BL
pvalue,0.9691293
analysis_id,ib9x4j3l0u706jv
