parameter_id,IMPC_HEM_029_001
gene_symbol,Ubxn11
mouse_strain,C57BL
pvalue,0.9611604
gene_accession_id,MGI:1914836
analysis_id,s9j59kt965xo63p
parameter_name,Neutrophil differential count
mouse_life_stage,Early adult
