parameter_id,IMPC_GEO_009_002
parameter_name,Hemorrhage
analysis_id,435e7cmop0sr6i1
pvalue,0.07514698
mouse_strain,C57BL
gene_symbol,Sla2
gene_accession_id,MGI:1925049
mouse_life_stage,Early adult
