parameter_name,Periphery distance travelled
analysis_id,99x5ifmsgy3j58m
pvalue,0.8832597
mouse_life_stage,Early adult
mouse_strain,C57BL
parameter_id,JAX_OFD_010_001
gene_accession_id,MGI:1917810
gene_symbol,Wars2
