parameter_id,IMPC_CBC_013_001
gene_symbol,Arpc5l
pvalue,0.7455677
mouse_life_stage,Early adult
gene_accession_id,MGI:1921442
analysis_id,5m4tu6mx04b8u93
parameter_name,Alanine aminotransferase
mouse_strain,C57BL
