gene_symbol,Bmi1
parameter_id,HRWLLA_CBC_014_001
parameter_name,Alkaline phosphatase
mouse_strain,C57BL
gene_accession_id,MGI:88174
pvalue,0.2712468
mouse_life_stage,E15.5
analysis_id,89ju62kpec606u2
