parameter_id,IMPC_GEP_076_001
pvalue,0.8013138
mouse_life_stage,Late adult
mouse_strain,C57BL
analysis_id,v8fr9p6534zas6n
gene_symbol,Tbl1xr1
parameter_name,Cleft palate
gene_accession_id,MGI:2441730
