gene_symbol,Mecom
mouse_strain,C57BL
parameter_id,UCD_OWT_008_001
pvalue,0.5757241
analysis_id,u454hq2q12twsc2
parameter_name,Liver weight
mouse_life_stage,E12.5
gene_accession_id,MGI:95457
