gene_symbol,Snrpb2
parameter_name,Percentage center time
mouse_strain,C57BL
analysis_id,v2btng6j68gdein
gene_accession_id,MGI:104805
mouse_life_stage,Early adult
parameter_id,JAX_OFD_022_001
pvalue,0.9079572
