parameter_name,Whole arena average speed
mouse_strain,C57BL
gene_symbol,Eprs1
parameter_id,ESLIM_007_001_005
gene_accession_id,MGI:97838
mouse_life_stage,Early adult
analysis_id,13w9gv30m137q9f
pvalue,0.6094769
