mouse_life_stage,Late adult
pvalue,0.7755939
gene_symbol,Snap23
analysis_id,g9rj876m48j50w8
gene_accession_id,MGI:109356
mouse_strain,C57BL
parameter_id,TCPLA_GRS_011_001
parameter_name,Forelimb and hindlimb grip strength normalised against body weight
