parameter_id,ESLIM_011_001_703
pvalue,0.8179943
gene_symbol,Hpca
analysis_id,u33zjh21755se3w
gene_accession_id,MGI:1336200
mouse_life_stage,Late adult
mouse_strain,C57BL
parameter_name,Prepulse inhibition - PP3
