parameter_name,Heart weight
mouse_life_stage,Early adult
mouse_strain,C57BL
gene_accession_id,MGI:1341628
gene_symbol,Atrn
pvalue,0.9776887
parameter_id,HMGULA_HWT_008_001
analysis_id,wr577kq68n1hk4k
