parameter_name,Center average speed
gene_symbol,Rab17
gene_accession_id,MGI:104640
analysis_id,7pv92k58s95pu3z
pvalue,0.7367211
parameter_id,HRWLLA_OFD_017_001
mouse_strain,C57BL
mouse_life_stage,Early adult
