pvalue,0.4380391
parameter_id,IMPC_EYE_017_001
analysis_id,974868q4kn001ge
gene_symbol,Slc30a4
mouse_life_stage,Middle aged adult
mouse_strain,C57BL
gene_accession_id,MGI:1345282
parameter_name,Lens Opacity
