gene_symbol,Snap23
gene_accession_id,MGI:109356
parameter_name,Body position
parameter_id,ESLIM_008_001_001
mouse_life_stage,Late adult
pvalue,0.2661938
analysis_id,si0y92b898w28wi
mouse_strain,C57BL
