parameter_name,Lean mass
gene_symbol,Npbwr1
pvalue,0.8214095
parameter_id,JAXLA_DXA_003_001
gene_accession_id,MGI:891989
mouse_strain,C57BL
analysis_id,oigk538up3276dk
mouse_life_stage,Early adult
