parameter_id,M-G-P_016_001_005
gene_accession_id,MGI:2442483
gene_symbol,Usp37
analysis_id,68g6gw2938x0743
pvalue,0.7707163
mouse_life_stage,Early adult
parameter_name,Mean-cell-volume
mouse_strain,C57BL
