gene_symbol,Eprs1
gene_accession_id,MGI:97838
mouse_life_stage,E9.5
pvalue,0.6417534
parameter_id,MGP_IMM_015_001
analysis_id,u35t16nhvg58042
mouse_strain,C57BL
parameter_name,Resting CD8+ T cells - % of CD8+
