gene_symbol,Inpp1
gene_accession_id,MGI:104848
mouse_strain,C57BL
parameter_id,IMPC_ECG_003_001
mouse_life_stage,Early adult
analysis_id,i5ih26l2192305f
pvalue,0.8945117
parameter_name,CV
