gene_symbol,Sema6c
pvalue,0.9817593
mouse_life_stage,Early adult
parameter_name,LVIDd
analysis_id,4992e2h7mvb065e
parameter_id,IMPC_ECH_008_001
gene_accession_id,MGI:1338032
mouse_strain,C57BL
