gene_symbol,Hnf4a
parameter_id,IMPC_LDT_006_001
pvalue,0.3764532
analysis_id,c21w6sh1u2576jb
gene_accession_id,MGI:109128
mouse_life_stage,Late adult
parameter_name,Latency to first transition into dark
mouse_strain,C57BL
