parameter_id,MGP_IMM_028_001
gene_accession_id,MGI:1913105
mouse_strain,C57BL
parameter_name,KLRG1+ CD4- NKT cells - % of CD4- NKT cells
gene_symbol,Slc28a2
mouse_life_stage,Early adult
analysis_id,33ihhboc844wb47
pvalue,0.3647286
