gene_symbol,Ntmt2
gene_accession_id,MGI:2685053
parameter_name,Total cholesterol
analysis_id,brj5po905570f4u
mouse_life_stage,Early adult
pvalue,0.5614382
mouse_strain,C57BL
parameter_id,HMGULA_CBC_015_001
