gene_symbol,Wars2
gene_accession_id,MGI:1917810
mouse_strain,C57BL
parameter_id,IMPC_CBC_015_001
analysis_id,eyg42413mz3br17
parameter_name,Total cholesterol
pvalue,0.3049243
mouse_life_stage,E9.5
