gene_symbol,Mapkap1
gene_accession_id,MGI:2444554
mouse_strain,C57BL
mouse_life_stage,E15.5
parameter_id,MGP_MLN_021_001
analysis_id,2n3ch8781xcmc40
pvalue,0.2234033
parameter_name,KLRG1+ gd T cells - % of gd T cells
