gene_symbol,Lpgat1
gene_accession_id,MGI:2446186
mouse_life_stage,Early adult
mouse_strain,C57BL
parameter_name,Total T cells - % of CD45+
parameter_id,MGP_IMM_001_001
pvalue,0.8772748
analysis_id,t5udst821r7r94s
