parameter_id,MGP_IMM_129_001
analysis_id,79ap3ph33n7pc0b
mouse_life_stage,E12.5
mouse_strain,C57BL
pvalue,0.9944629
gene_symbol,Ahcy
parameter_name,CD11b-high cDC - % of CD45+
gene_accession_id,MGI:87968
