gene_symbol,Arpc2
parameter_id,MGP_IMM_041_001
mouse_life_stage,Early adult
analysis_id,571sz2hm9csvn15
parameter_name,Total B cells - % of CD45+
gene_accession_id,MGI:1923959
pvalue,0.6091421
mouse_strain,C57BL
