parameter_id,IMPC_GEP_083_001
pvalue,0.677975
analysis_id,lrh1v4tp84m5yfd
mouse_life_stage,Late adult
gene_accession_id,MGI:2446274
gene_symbol,Frmpd1
parameter_name,Tongue out
mouse_strain,C57BL
