parameter_id,MGP_CSD_008_001
parameter_name,Startle response
gene_symbol,Snap23
mouse_life_stage,Middle aged adult
pvalue,0.583052
analysis_id,1f87v7u961w1vmt
mouse_strain,C57BL
gene_accession_id,MGI:109356
