gene_symbol,Secisbp2l
parameter_name,Resting NK cells - % of CD45+
parameter_id,MGP_IMM_100_001
mouse_life_stage,Late adult
gene_accession_id,MGI:1917604
analysis_id,28brd1gr7p2f45s
pvalue,0.08918173
mouse_strain,C57BL
