gene_symbol,Ints7
mouse_strain,C57BL
Gene_accession_id,MGI:1924315
Pvalue,0.4873085
Mouse_life_stage,E9.5
Parameter_id,IMPC_CBC_010_001
Parameter_name,Phosphorus
analysis_id,i8w7kw6c1l15l4g
