parameter_id,M-G-P_009_001_003
mouse_strain,C57BL
gene_symbol,Slc2a8
parameter_name,Body weight
gene_accession_id,MGI:1860103
analysis_id,g4zwnel88bafsl5
pvalue,0.2182307
mouse_life_stage,Early adult
