parameter_id,JAXLA_OFD_020_001
parameter_name,Distance travelled - total
analysis_id,55vj30399kcb36z
mouse_strain,C57BL
mouse_life_stage,Early adult
gene_accession_id,MGI:1923029
gene_symbol,Dnaaf9
pvalue,0.5249325
