gene_symbol,Abo
Gene_accession_id,MGI:2135738
mouse_life_stage,Early adult
parameter_name,Coat - hair distribution - head
mouse_strain,C57BL
Analysis_id,763e36do6jx68zd
Pvalue,0.934183
Parameter_id,IMPC_CSD_012_001
