parameter_name,Creatinine
gene_accession_id,MGI:109384
analysis_id,53rrld53g68760m
pvalue,0.1078285
gene_symbol,Atf3
parameter_id,HMGULA_CBC_005_001
mouse_life_stage,Early adult
mouse_strain,C57BL
