parameter_name,Vitreous
mouse_strain,C57BL
gene_symbol,Atf3
pvalue,0.3294708
parameter_id,UCDLA_EYE_083_001
gene_accession_id,MGI:109384
mouse_life_stage,Early adult
analysis_id,yy6wks6c5pgepfj
