parameter_id,IMPC_DXA_010_001
pvalue,0.811297
analysis_id,m4374qb878m12c1
mouse_strain,C57BL
parameter_name,Bone Area
gene_symbol,Mov10
mouse_life_stage,Early adult
gene_accession_id,MGI:97054
