parameter_id,IMPC_ECH_005_001
mouse_life_stage,Early adult
pvalue,0.6105118
parameter_name,Fractional Shortening
gene_symbol,Zmynd19
analysis_id,3080xb40981gw4v
gene_accession_id,MGI:1914437
mouse_strain,C57BL
