gene_symbol,Cds2
pvalue,0.6673256
mouse_life_stage,Early adult
mouse_strain,129SV
parameter_name,Cornea vascularisation
gene_accession_id,MGI:1332236
analysis_id,3jny9mf7131lo15
parameter_id,ESLIM_014_001_008
