parameter_id,IMPC_ECH_001_001
gene_symbol,Slc30a4
analysis_id,4578jn36axzz5zl
parameter_name,End-Systolic Diameter
mouse_strain,C57BL
mouse_life_stage,Late adult
pvalue,0.7251219
gene_accession_id,MGI:1345282
