gene_symbol,Lpgat1
gene_accession_id,MGI:2446186
mouse_life_stage,Middle aged adult
parameter_name,Distance travelled - total
pvalue,0.08056092
parameter_id,HRWLLA_OFD_020_001
analysis_id,reb430b1m3s9r59
mouse_strain,C57BL
