gene_symbol,Slc30a4
parameter_id,MGP_PBI_027_001
gene_accession_id,MGI:1345282
parameter_name,NK cell number
analysis_id,jyzrbj17ze43gei
mouse_strain,C57BL
mouse_life_stage,Early adult
pvalue,0.8166774
