gene_accession_id,MGI:2651854
gene_symbol,Atg4c
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_id,JAX_OFD_021_001
pvalue,0.4476703
parameter_name,Number of rears - total
analysis_id,d7fb32p9w29173l
