pvalue,0.2034277
gene_accession_id,MGI:1913576
mouse_life_stage,Early adult
gene_symbol,Dnajc5b
mouse_strain,C57BL
parameter_name,Startle Response
parameter_id,M-G-P_008_001_013
analysis_id,l9i22509fyh24zj
