parameter_name,HDL-cholesterol
pvalue,0.4506488
mouse_strain,C57BL
gene_accession_id,MGI:2446186
mouse_life_stage,E18.5
gene_symbol,Lpgat1
analysis_id,moq3336yvix1kz7
parameter_id,HMGULA_CBC_016_001
