parameter_id,MGP_BMI_006_001
mouse_life_stage,Early adult
pvalue,0.6437604
parameter_name,Immature B cells (Hardy fraction E) - % of B220+
mouse_strain,C57BL
analysis_id,39ba6ap5d9i227b
gene_symbol,Lpgat1
gene_accession_id,MGI:2446186
