gene_symbol,Tiprl
mouse_strain,C57BL
pvalue,0.3336736
parameter_id,ESLIM_007_001_006
analysis_id,r6z5i0o3cbpm168
gene_accession_id,MGI:1915087
parameter_name,Periphery distance travelled
mouse_life_stage,E12.5
