parameter_id,MGP_IMM_028_001
gene_symbol,Wars2
mouse_life_stage,E9.5
mouse_strain,C57BL
gene_accession_id,MGI:1917810
pvalue,0.9563335
parameter_name,KLRG1+ CD4- NKT cells - % of CD4- NKT cells
analysis_id,521637m31adz6a1
