mouse_life_stage,Late adult
mouse_strain,C57BL
parameter_name,HDL-cholesterol
gene_accession_id,MGI:109356
pvalue,0.2533708
gene_symbol,Snap23
parameter_id,HMGULA_CBC_016_001
analysis_id,3j4062k71nd8i6l
