parameter_id,ESLIM_007_001_007
analysis_id,03pfle0uh0755xv
pvalue,0.7190043
mouse_strain,C57BL
gene_accession_id,MGI:1917604
parameter_name,Periphery resting time
gene_symbol,Secisbp2l
mouse_life_stage,Late adult
