gene_symbol,Mms22l
analysis_id,a7w6s56a6mfjne8
mouse_life_stage,Early adult
pvalue,0.5823491
gene_accession_id,MGI:2684980
parameter_name,Resting NK cells - % of NK cells
parameter_id,MGP_MLN_033_001
mouse_strain,129SV
