mouse_life_stage,Early adult
pvalue,0.8043014
parameter_name,HDL-cholesterol
parameter_id,IMPC_CBC_016_001
mouse_strain,C57BL
gene_accession_id,MGI:3616086
gene_symbol,Kcng1
analysis_id,w3bd87n01vxccr3
