mouse_life_stage,Early adult
gene_symbol,Trp53i11
analysis_id,h97967y2855m7d4
mouse_strain,C57BL
parameter_id,IMPC_XRY_002_001
gene_accession_id,MGI:2670995
pvalue,0.5997506
parameter_name,Zygomatic bone
